"nom_mun","edad","pob_tot","pob_h","pob_m","CVEGEO"
"Tultitlán","7 Años",7449,3756,3693,"15 109"
"Tultitlán","8 Años",8047,4158,3889,"15 109"
"Tultitlán","9 Años",7272,3621,3651,"15 109"
"Tultitlán","10 Años",8339,4324,4015,"15 109"
"Tultitlán","11 Años",7692,3945,3747,"15 109"
"Tultitlán","12 Años",8537,4363,4174,"15 109"
"Tultitlán","13 Años",7951,4033,3918,"15 109"
"Tultitlán","14 Años",8017,4132,3885,"15 109"
"Tultitlán","15 Años",8463,4281,4182,"15 109"
"Tultitlán","16 Años",7991,4045,3946,"15 109"
"Tultitlán","17 Años",8702,4443,4259,"15 109"
"Tultitlán","18 Años",9324,4871,4453,"15 109"
"Tultitlán","19 Años",7901,3966,3935,"15 109"
"Tultitlán","20 Años",9533,4826,4707,"15 109"
"Tultitlán","21 Años",7926,4017,3909,"15 109"
"Tultitlán","22 Años",8680,4369,4311,"15 109"
"Tultitlán","23 Años",8163,4157,4006,"15 109"
"Tultitlán","24 Años",8267,4162,4105,"15 109"
"Valle de Bravo","Total",61590,30076,31514,"15 110"
"Valle de Bravo","3 Años",1226,583,643,"15 110"
"Valle de Bravo","4 Años",1287,612,675,"15 110"
"Valle de Bravo","5 Años",1305,636,669,"15 110"
"Valle de Bravo","6 Años",1087,559,528,"15 110"
"Valle de Bravo","7 Años",1120,569,551,"15 110"
"Valle de Bravo","8 Años",1095,564,531,"15 110"
"Valle de Bravo","9 Años",1062,544,518,"15 110"
"Valle de Bravo","10 Años",1215,606,609,"15 110"
"Valle de Bravo","11 Años",1028,542,486,"15 110"
"Valle de Bravo","12 Años",1159,597,562,"15 110"
"Valle de Bravo","13 Años",1096,521,575,"15 110"
"Valle de Bravo","14 Años",1129,557,572,"15 110"
"Valle de Bravo","15 Años",1036,514,522,"15 110"
"Valle de Bravo","16 Años",1093,566,527,"15 110"
"Valle de Bravo","17 Años",1108,560,548,"15 110"
"Valle de Bravo","18 Años",1127,573,554,"15 110"
"Valle de Bravo","19 Años",941,474,467,"15 110"
"Valle de Bravo","20 Años",1144,589,555,"15 110"
"Valle de Bravo","21 Años",855,413,442,"15 110"
"Valle de Bravo","22 Años",1134,586,548,"15 110"
"Valle de Bravo","23 Años",1006,525,481,"15 110"
"Valle de Bravo","24 Años",1086,516,570,"15 110"
"Valle de Chalco Solidaridad","Total",391731,190674,201057,"15 122"
"Valle de Chalco Solidaridad","3 Años",7184,3637,3547,"15 122"
"Valle de Chalco Solidaridad","4 Años",7489,3757,3732,"15 122"
"Valle de Chalco Solidaridad","5 Años",7571,3792,3779,"15 122"
"Valle de Chalco Solidaridad","6 Años",6615,3351,3264,"15 122"
"Valle de Chalco Solidaridad","7 Años",6823,3475,3348,"15 122"
"Valle de Chalco Solidaridad","8 Años",7140,3626,3514,"15 122"
"Valle de Chalco Solidaridad","9 Años",6653,3360,3293,"15 122"
"Valle de Chalco Solidaridad","10 Años",7579,3893,3686,"15 122"
"Valle de Chalco Solidaridad","11 Años",6775,3435,3340,"15 122"
"Valle de Chalco Solidaridad","12 Años",7468,3804,3664,"15 122"
"Valle de Chalco Solidaridad","13 Años",6925,3438,3487,"15 122"
"Valle de Chalco Solidaridad","14 Años",7022,3423,3599,"15 122"
"Valle de Chalco Solidaridad","15 Años",7154,3588,3566,"15 122"
"Valle de Chalco Solidaridad","16 Años",6717,3348,3369,"15 122"
"Valle de Chalco Solidaridad","17 Años",7077,3516,3561,"15 122"
"Valle de Chalco Solidaridad","18 Años",7316,3732,3584,"15 122"
"Valle de Chalco Solidaridad","19 Años",6211,3101,3110,"15 122"
"Valle de Chalco Solidaridad","20 Años",6979,3466,3513,"15 122"
"Valle de Chalco Solidaridad","21 Años",5732,2872,2860,"15 122"
"Valle de Chalco Solidaridad","22 Años",6772,3447,3325,"15 122"
"Valle de Chalco Solidaridad","23 Años",6413,3189,3224,"15 122"
"Valle de Chalco Solidaridad","24 Años",6626,3228,3398,"15 122"
"Villa de Allende","Total",53275,25894,27381,"15 111"
"Villa de Allende","3 Años",1130,556,574,"15 111"
"Villa de Allende","4 Años",1180,592,588,"15 111"
"Villa de Allende","5 Años",1144,588,556,"15 111"
"Villa de Allende","6 Años",1101,578,523,"15 111"
"Villa de Allende","7 Años",1069,517,552,"15 111"
"Villa de Allende","8 Años",1160,577,583,"15 111"
"Villa de Allende","9 Años",1154,570,584,"15 111"
"Villa de Allende","10 Años",1191,600,591,"15 111"
"Villa de Allende","11 Años",1170,597,573,"15 111"
"Villa de Allende","12 Años",1185,599,586,"15 111"
"Villa de Allende","13 Años",1173,597,576,"15 111"
"Villa de Allende","14 Años",1230,635,595,"15 111"
"Villa de Allende","15 Años",1126,576,550,"15 111"
"Villa de Allende","16 Años",1143,583,560,"15 111"
"Villa de Allende","17 Años",1200,637,563,"15 111"
"Villa de Allende","18 Años",1179,592,587,"15 111"
"Villa de Allende","19 Años",994,498,496,"15 111"
"Villa de Allende","20 Años",1020,482,538,"15 111"
"Villa de Allende","21 Años",849,446,403,"15 111"
"Villa de Allende","22 Años",952,499,453,"15 111"
"Villa de Allende","23 Años",887,408,479,"15 111"
"Villa de Allende","24 Años",962,494,468,"15 111"
"Villa del Carbón","Total",51498,25567,25931,"15 112"
"Villa del Carbón","3 Años",1095,533,562,"15 112"
"Villa del Carbón","4 Años",1007,514,493,"15 112"
"Villa del Carbón","5 Años",977,485,492,"15 112"
"Villa del Carbón","6 Años",948,481,467,"15 112"
"Villa del Carbón","7 Años",955,504,451,"15 112"
"Villa del Carbón","8 Años",1002,509,493,"15 112"
"Villa del Carbón","9 Años",961,494,467,"15 112"
"Villa del Carbón","10 Años",1023,497,526,"15 112"
"Villa del Carbón","11 Años",1018,534,484,"15 112"
"Villa del Carbón","12 Años",1088,554,534,"15 112"
"Villa del Carbón","13 Años",1039,543,496,"15 112"
"Villa del Carbón","14 Años",1032,495,537,"15 112"
"Villa del Carbón","15 Años",1071,556,515,"15 112"
"Villa del Carbón","16 Años",956,469,487,"15 112"
"Villa del Carbón","17 Años",1099,592,507,"15 112"
"Villa del Carbón","18 Años",1082,578,504,"15 112"
"Villa del Carbón","19 Años",907,443,464,"15 112"
"Villa del Carbón","20 Años",1044,496,548,"15 112"
"Villa del Carbón","21 Años",862,405,457,"15 112"
"Villa del Carbón","22 Años",926,479,447,"15 112"
"Villa del Carbón","23 Años",897,444,453,"15 112"
"Villa del Carbón","24 Años",901,447,454,"15 112"
"Villa Guerrero","Total",69086,33859,35227,"15 113"
"Villa Guerrero","3 Años",1445,710,735,"15 113"
"Villa Guerrero","4 Años",1547,780,767,"15 113"
"Villa Guerrero","5 Años",1511,819,692,"15 113"
"Villa Guerrero","6 Años",1522,767,755,"15 113"
"Villa Guerrero","7 Años",1438,704,734,"15 113"
"Villa Guerrero","8 Años",1522,755,767,"15 113"
"Villa Guerrero","9 Años",1402,715,687,"15 113"
"Villa Guerrero","10 Años",1496,797,699,"15 113"
"Villa Guerrero","11 Años",1417,698,719,"15 113"
"Villa Guerrero","12 Años",1447,707,740,"15 113"
"Villa Guerrero","13 Años",1418,720,698,"15 113"
"Villa Guerrero","14 Años",1371,678,693,"15 113"
"Villa Guerrero","15 Años",1341,708,633,"15 113"
"Villa Guerrero","16 Años",1300,621,679,"15 113"
"Villa Guerrero","17 Años",1359,691,668,"15 113"
"Villa Guerrero","18 Años",1404,717,687,"15 113"
"Villa Guerrero","19 Años",1221,598,623,"15 113"
"Villa Guerrero","20 Años",1398,694,704,"15 113"
"Villa Guerrero","21 Años",1107,530,577,"15 113"
"Villa Guerrero","22 Años",1217,600,617,"15 113"
"Villa Guerrero","23 Años",1155,556,599,"15 113"
"Villa Guerrero","24 Años",1218,570,648,"15 113"
"Villa Victoria","Total",108196,53139,55057,"15 114"
"Villa Victoria","3 Años",2466,1192,1274,"15 114"
"Villa Victoria","4 Años",2343,1197,1146,"15 114"
"Villa Victoria","5 Años",2329,1122,1207,"15 114"
"Villa Victoria","6 Años",2301,1158,1143,"15 114"
"Villa Victoria","7 Años",2350,1172,1178,"15 114"
"Villa Victoria","8 Años",2478,1274,1204,"15 114"
"Villa Victoria","9 Años",2269,1152,1117,"15 114"
"Villa Victoria","10 Años",2584,1263,1321,"15 114"
"Villa Victoria","11 Años",2367,1239,1128,"15 114"
"Villa Victoria","12 Años",2485,1245,1240,"15 114"
"Villa Victoria","13 Años",2413,1223,1190,"15 114"
"Villa Victoria","14 Años",2496,1230,1266,"15 114"
"Villa Victoria","15 Años",2363,1160,1203,"15 114"
"Villa Victoria","16 Años",2326,1152,1174,"15 114"
"Villa Victoria","17 Años",2513,1266,1247,"15 114"
"Villa Victoria","18 Años",2394,1188,1206,"15 114"
"Villa Victoria","19 Años",2076,1044,1032,"15 114"
"Villa Victoria","20 Años",2274,1149,1125,"15 114"
"Villa Victoria","21 Años",1823,912,911,"15 114"
"Villa Victoria","22 Años",2009,972,1037,"15 114"
"Villa Victoria","23 Años",1917,920,997,"15 114"
"Villa Victoria","24 Años",1986,984,1002,"15 114"
"Xalatlaco","Total",30687,14952,15735,"15 043"
"Xalatlaco","3 Años",586,292,294,"15 043"
"Xalatlaco","4 Años",537,282,255,"15 043"
"Xalatlaco","5 Años",555,276,279,"15 043"
"Xalatlaco","6 Años",590,295,295,"15 043"
"Xalatlaco","7 Años",613,307,306,"15 043"
"Xalatlaco","8 Años",574,290,284,"15 043"
"Xalatlaco","9 Años",559,257,302,"15 043"
"Xalatlaco","10 Años",645,332,313,"15 043"
"Xalatlaco","11 Años",587,306,281,"15 043"
"Xalatlaco","12 Años",605,293,312,"15 043"
"Xalatlaco","13 Años",553,261,292,"15 043"
"Xalatlaco","14 Años",567,290,277,"15 043"
"Xalatlaco","15 Años",593,287,306,"15 043"
"Xalatlaco","16 Años",543,295,248,"15 043"
"Xalatlaco","17 Años",615,336,279,"15 043"
"Xalatlaco","18 Años",570,300,270,"15 043"
"Xalatlaco","19 Años",519,250,269,"15 043"
"Xalatlaco","20 Años",638,318,320,"15 043"
"Xalatlaco","21 Años",490,268,222,"15 043"
"Xalatlaco","22 Años",571,277,294,"15 043"
"Xalatlaco","23 Años",529,260,269,"15 043"
"Xalatlaco","24 Años",600,288,312,"15 043"
"Xonacatlán","Total",54633,26758,27875,"15 115"
"Xonacatlán","3 Años",954,482,472,"15 115"
"Xonacatlán","4 Años",980,476,504,"15 115"
"Xonacatlán","5 Años",969,490,479,"15 115"
"Xonacatlán","6 Años",968,487,481,"15 115"
"Xonacatlán","7 Años",980,463,517,"15 115"
"Xonacatlán","8 Años",1065,548,517,"15 115"
"Xonacatlán","9 Años",978,511,467,"15 115"
"Xonacatlán","10 Años",1076,545,531,"15 115"
"Xonacatlán","11 Años",995,458,537,"15 115"
"Xonacatlán","12 Años",1087,543,544,"15 115"
"Xonacatlán","13 Años",1029,537,492,"15 115"
"Xonacatlán","14 Años",986,504,482,"15 115"
"Xonacatlán","15 Años",1048,546,502,"15 115"
"Xonacatlán","16 Años",1011,508,503,"15 115"
"Xonacatlán","17 Años",1069,523,546,"15 115"
"Xonacatlán","18 Años",1053,524,529,"15 115"
"Xonacatlán","19 Años",866,461,405,"15 115"
"Xonacatlán","20 Años",1009,505,504,"15 115"
"Xonacatlán","21 Años",812,418,394,"15 115"
"Xonacatlán","22 Años",891,459,432,"15 115"
"Xonacatlán","23 Años",834,417,417,"15 115"
"Xonacatlán","24 Años",895,445,450,"15 115"
"Zacazonapan","Total",5109,2576,2533,"15 116"
"Zacazonapan","3 Años",111,59,52,"15 116"
"Zacazonapan","4 Años",114,63,51,"15 116"
"Zacazonapan","5 Años",110,54,56,"15 116"
"Zacazonapan","6 Años",106,52,54,"15 116"
"Zacazonapan","7 Años",113,59,54,"15 116"
"Zacazonapan","8 Años",114,62,52,"15 116"
"Zacazonapan","9 Años",105,48,57,"15 116"
"Zacazonapan","10 Años",141,84,57,"15 116"
"Zacazonapan","11 Años",98,42,56,"15 116"
"Zacazonapan","12 Años",109,58,51,"15 116"
"Zacazonapan","13 Años",110,50,60,"15 116"
"Zacazonapan","14 Años",97,61,36,"15 116"
"Zacazonapan","15 Años",113,61,52,"15 116"
"Zacazonapan","16 Años",74,46,28,"15 116"
"Zacazonapan","17 Años",116,56,60,"15 116"
"Zacazonapan","18 Años",93,39,54,"15 116"
"Zacazonapan","19 Años",90,38,52,"15 116"
"Zacazonapan","20 Años",84,41,43,"15 116"
"Zacazonapan","21 Años",76,38,38,"15 116"
"Zacazonapan","22 Años",86,45,41,"15 116"
"Zacazonapan","23 Años",79,38,41,"15 116"
"Zacazonapan","24 Años",53,28,25,"15 116"
"Zacualpan","Total",13522,6456,7066,"15 117"
"Zacualpan","3 Años",258,133,125,"15 117"
"Zacualpan","4 Años",274,143,131,"15 117"
"Zacualpan","5 Años",292,147,145,"15 117"
"Zacualpan","6 Años",284,137,147,"15 117"
"Zacualpan","7 Años",265,136,129,"15 117"
"Zacualpan","8 Años",282,145,137,"15 117"
"Zacualpan","9 Años",293,157,136,"15 117"
"Zacualpan","10 Años",286,143,143,"15 117"
"Zacualpan","11 Años",270,153,117,"15 117"
"Zacualpan","12 Años",263,125,138,"15 117"
"Zacualpan","13 Años",253,126,127,"15 117"
"Zacualpan","14 Años",290,139,151,"15 117"
"Zacualpan","15 Años",237,123,114,"15 117"
"Zacualpan","16 Años",247,117,130,"15 117"
"Zacualpan","17 Años",237,115,122,"15 117"
"Zacualpan","18 Años",252,125,127,"15 117"
"Zacualpan","19 Años",211,93,118,"15 117"
"Zacualpan","20 Años",254,113,141,"15 117"
"Zacualpan","21 Años",187,86,101,"15 117"
"Zacualpan","22 Años",228,114,114,"15 117"
"Zacualpan","23 Años",200,97,103,"15 117"
"Zacualpan","24 Años",196,91,105,"15 117"
"Zinacantepec","Total",203872,99506,104366,"15 118"
"Zinacantepec","3 Años",3364,1768,1596,"15 118"
"Zinacantepec","4 Años",3517,1843,1674,"15 118"
"Zinacantepec","5 Años",3643,1873,1770,"15 118"
"Zinacantepec","6 Años",3770,1932,1838,"15 118"
"Zinacantepec","7 Años",3599,1810,1789,"15 118"
"Zinacantepec","8 Años",3938,2045,1893,"15 118"
"Zinacantepec","9 Años",3583,1799,1784,"15 118"
"Zinacantepec","10 Años",4078,2102,1976,"15 118"
"Zinacantepec","11 Años",3651,1881,1770,"15 118"
"Zinacantepec","12 Años",4064,2060,2004,"15 118"
"Zinacantepec","13 Años",3699,1876,1823,"15 118"
"Zinacantepec","14 Años",3745,1869,1876,"15 118"
"Zinacantepec","15 Años",3798,1886,1912,"15 118"
"Zinacantepec","16 Años",3541,1760,1781,"15 118"
"Zinacantepec","17 Años",3988,2027,1961,"15 118"
"Zinacantepec","18 Años",4117,2111,2006,"15 118"
"Zinacantepec","19 Años",3553,1832,1721,"15 118"
"Zinacantepec","20 Años",4034,1974,2060,"15 118"
"Zinacantepec","21 Años",3290,1602,1688,"15 118"
"Zinacantepec","22 Años",3690,1874,1816,"15 118"
"Zinacantepec","23 Años",3519,1755,1764,"15 118"
"Zinacantepec","24 Años",3378,1674,1704,"15 118"
"Zumpahuacán","Total",18833,9088,9745,"15 119"
"Zumpahuacán","3 Años",389,193,196,"15 119"
"Zumpahuacán","4 Años",387,191,196,"15 119"
"Zumpahuacán","5 Años",398,213,185,"15 119"
"Zumpahuacán","6 Años",406,200,206,"15 119"
"Zumpahuacán","7 Años",420,206,214,"15 119"
"Zumpahuacán","8 Años",436,219,217,"15 119"
"Zumpahuacán","9 Años",425,210,215,"15 119"
"Zumpahuacán","10 Años",409,224,185,"15 119"
"Zumpahuacán","11 Años",387,187,200,"15 119"
"Zumpahuacán","12 Años",418,228,190,"15 119"
"Zumpahuacán","13 Años",362,195,167,"15 119"
"Zumpahuacán","14 Años",387,184,203,"15 119"
"Zumpahuacán","15 Años",390,184,206,"15 119"
"Zumpahuacán","16 Años",356,192,164,"15 119"
"Zumpahuacán","17 Años",407,185,222,"15 119"
"Zumpahuacán","18 Años",413,217,196,"15 119"
"Zumpahuacán","19 Años",351,170,181,"15 119"
"Zumpahuacán","20 Años",386,208,178,"15 119"
"Zumpahuacán","21 Años",303,150,153,"15 119"
"Zumpahuacán","22 Años",330,150,180,"15 119"
"Zumpahuacán","23 Años",309,164,145,"15 119"
"Zumpahuacán","24 Años",300,133,167,"15 119"
"Zumpango","Total",280455,136971,143484,"15 120"
"Zumpango","3 Años",4811,2423,2388,"15 120"
"Zumpango","4 Años",4915,2430,2485,"15 120"
"Zumpango","5 Años",5084,2590,2494,"15 120"
"Zumpango","6 Años",5325,2668,2657,"15 120"
"Zumpango","7 Años",5514,2861,2653,"15 120"
"Zumpango","8 Años",5728,2878,2850,"15 120"
"Zumpango","9 Años",5479,2784,2695,"15 120"
"Zumpango","10 Años",6028,2977,3051,"15 120"
"Zumpango","11 Años",5611,2880,2731,"15 120"
"Zumpango","12 Años",6195,3065,3130,"15 120"
"Zumpango","13 Años",5623,2835,2788,"15 120"
"Zumpango","14 Años",5716,2875,2841,"15 120"
"Zumpango","15 Años",5581,2875,2706,"15 120"
"Zumpango","16 Años",5151,2636,2515,"15 120"
"Zumpango","17 Años",5283,2722,2561,"15 120"
"Zumpango","18 Años",5358,2719,2639,"15 120"
"Zumpango","19 Años",4447,2223,2224,"15 120"
"Zumpango","20 Años",4874,2458,2416,"15 120"
"Zumpango","21 Años",4121,2035,2086,"15 120"
"Zumpango","22 Años",4212,2064,2148,"15 120"
"Zumpango","23 Años",4001,1940,2061,"15 120"
"Zumpango","24 Años",4047,1946,2101,"15 120"
